AT,#accounts-ledger.AT_2600#,H,2,A,,2600
AT,#accounts-ledger.AT_2620#,A,26,A,AP_amount,2620
AT,#accounts-ledger.AT_2700#,H,2,A,,2700
AT,#accounts-ledger.AT_2701#,A,27-28,A,AR_paid:AP_paid,2701
AT,#accounts-ledger.AT_2800#,H,2,A,,2800
AT,#accounts-ledger.AT_2810#,A,27-28,A,AR_paid:AP_paid,2810
AT,#accounts-ledger.AT_2820#,A,280-288,A,AR_paid:AP_paid,2820
AT,#accounts-ledger.AT_3100#,H,3,L,,3100
AT,#accounts-ledger.AT_3110#,A,31,L,,3110
AT,#accounts-ledger.AT_3120#,A,310,L,AP_paid,3120
AT,#accounts-ledger.AT_3300#,H,33,L,,3300
AT,#accounts-ledger.AT_3310#,A,330-335,L,AP,3310
AT,#accounts-ledger.AT_3500#,H,35,L,,3500
AT,#accounts-ledger.AT_3510#,A,350-359,L,,3510
AT,#accounts-ledger.AT_3520#,A,350-359,L,,3520
AT,#accounts-ledger.AT_3530#,A,350-359,L,AR_tax:AP_tax:IC_taxpart:IC_taxservice,3530
AT,#accounts-ledger.AT_3531#,A,350-359,L,AR_tax:AP_tax:IC_taxpart:IC_taxservice,3531
AT,#accounts-ledger.AT_3532#,A,350-359,L,AR_tax:AP_tax:IC_taxpart:IC_taxservice,3532
AT,#accounts-ledger.AT_3540#,A,350-359,L,AR_tax:AP_tax:IC_taxpart:IC_taxservice,3540
AT,#accounts-ledger.AT_3541#,A,350-359,L,AR_tax:AP_tax:IC_taxpart:IC_taxservice,3541
AT,#accounts-ledger.AT_3542#,A,350-359,L,AR_tax:AP_tax:IC_taxpart:IC_taxservice,3542
AT,#accounts-ledger.AT_4000#,H,4,I,,4000
AT,#accounts-ledger.AT_4020#,A,40-44,I,AR_amount:IC_sale,4020
AT,#accounts-ledger.AT_4030#,A,40-44,I,AR_amount:IC_sale,4030
AT,#accounts-ledger.AT_4040#,A,40-44,I,AR_amount:IC_sale,4040
AT,#accounts-ledger.AT_4300#,H,4,I,,4300
AT,#accounts-ledger.AT_4320#,A,40-44,I,AR_amount:IC_income,4320
AT,#accounts-ledger.AT_4330#,A,40-44,I,AR_amount:IC_income,4330
AT,#accounts-ledger.AT_4600#,H,4,I,,4600
AT,#accounts-ledger.AT_4630#,A,46-49,I,IC_income,4630
AT,#accounts-ledger.AT_5000#,H,5,E,,5000
AT,#accounts-ledger.AT_5020#,A,500-509,E,AP_amount:IC_cogs,5020
AT,#accounts-ledger.AT_5030#,A,500-509,E,AP_amount:IC_cogs,5030
AT,#accounts-ledger.AT_5040#,A,520-529,E,AP_amount:IC_cogs,5040
AT,#accounts-ledger.AT_5600#,H,5,I,,5600
AT,#accounts-ledger.AT_5610#,A,560-569,E,AP_amount,5610
AT,#accounts-ledger.AT_6000#,H,6,E,,6000
AT,#accounts-ledger.AT_6010#,A,600-619,E,,6010
AT,#accounts-ledger.AT_6200#,H,6,E,,6200
AT,#accounts-ledger.AT_6210#,A,620-639,E,,6210
AT,#accounts-ledger.AT_6500#,H,6,E,,6500
AT,#accounts-ledger.AT_6510#,A,645-649,E,,6510
AT,#accounts-ledger.AT_6700#,H,6,E,,6700
AT,#accounts-ledger.AT_6710#,A,660-665,E,,6710
AT,#accounts-ledger.AT_7000#,H,7,E,,7000
AT,#accounts-ledger.AT_7010#,A,700,E,,7010
AT,#accounts-ledger.AT_7020#,A,701-708,E,AP_amount,7020
AT,#accounts-ledger.AT_7100#,H,71,E,,7100
AT,#accounts-ledger.AT_7110#,A,710-719,E,,7110
AT,#accounts-ledger.AT_7120#,A,710-719,E,,7120
AT,#accounts-ledger.AT_7200#,H,7,E,,7200
AT,#accounts-ledger.AT_7210#,A,720-729,E,AP_amount,7210
AT,#accounts-ledger.AT_7300#,H,73,L,,7300
AT,#accounts-ledger.AT_7310#,A,730-731,E,AP_amount:IC_expense,7310
AT,#accounts-ledger.AT_7400#,H,74,E,,7400
AT,#accounts-ledger.AT_7410#,A,740-743,E,AP_amount,7410
AT,#accounts-ledger.AT_7411#,A,748-749,E,AP_amount,7411
AT,#accounts-ledger.AT_7600#,H,76,E,,7600
AT,#accounts-ledger.AT_7610#,A,775-776,E,AP_amount,7610
AT,#accounts-ledger.AT_7611#,A,760,E,AP_amount,7611
AT,#accounts-ledger.AT_7615#,A,765-768,E,AP_amount,7615
AT,#accounts-ledger.AT_7620#,A,799,E,,7620
AT,#accounts-ledger.AT_7630#,A,738-739,E,AP_amount,7630
AT,#accounts-ledger.AT_7631#,A,738-739,E,AP_amount:IC_expense,7631
AT,#accounts-ledger.AT_7632#,A,734-735,E,,7632
AT,#accounts-ledger.AT_7634#,A,748-749,E,AP_amount,7634
AT,#accounts-ledger.AT_7700#,H,77-78,E,,7700
AT,#accounts-ledger.AT_7710#,A,770-774,E,AP_amount,7710
AT,#accounts-ledger.AT_8000#,H,8,L,,8000
AT,#accounts-ledger.AT_8020#,A,80-83,E,,8020
AT,#accounts-ledger.AT_8100#,H,8,I,,8100
AT,#accounts-ledger.AT_8110#,A,800-804,I,,8110
AT,#accounts-ledger.AT_9000#,H,9,Q,,9000
AT,#accounts-ledger.AT_9010#,A,900-918,Q,,9010
AT,#accounts-ledger.AT_9020#,A,919,Q,,9020
AT,#accounts-ledger.AT_9200#,H,9,Q,,9200
AT,#accounts-ledger.AT_9210#,A,920-929,Q,,9210
AT,#accounts-ledger.AT_9300#,H,939,Q,,9300
AT,#accounts-ledger.AT_9310#,A,980,Q,,9310
AT,#accounts-ledger.AT_9320#,A,985,Q,,9320
AT,#accounts-ledger.AT_9400#,H,3,L,,9400
AT,#accounts-ledger.AT_9420#,A,300,L,,9420
AT,#accounts-ledger.AT_9430#,A,304-309,L,,9430
AT,#accounts-ledger.AT_9700#,H,9,Q,,9700
AT,#accounts-ledger.AT_9800#,H,9,Q,,9800
AT,#accounts-ledger.AT_4640#,A,80-83,I,,4640
AT,#accounts-ledger.AT_8050#,A,80-83,E,,8050
ID,#accounts-ledger.ID_1000#,H,,A,,1000
ID,#accounts-ledger.ID_1060#,A,,A,AR_paid:AP_paid,1060
ID,#accounts-ledger.ID_1065#,A,,A,AR_paid:AP_paid,1065
ID,#accounts-ledger.ID_1200#,A,,A,AR,1200
ID,#accounts-ledger.ID_1500#,H,,A,,1500
ID,#accounts-ledger.ID_1520#,A,,A,IC,1520
ID,#accounts-ledger.ID_1530#,A,,A,IC,1530
ID,#accounts-ledger.ID_1800#,H,,A,,1800
ID,#accounts-ledger.ID_1820#,A,,A,,1820
ID,#accounts-ledger.ID_1825#,A,,A,,1825
ID,#accounts-ledger.ID_1840#,A,,A,,1840
ID,#accounts-ledger.ID_1845#,A,,A,,1845
ID,#accounts-ledger.ID_2000#,H,,L,,2000
ID,#accounts-ledger.ID_2100#,A,,L,AP,2100
ID,#accounts-ledger.ID_2160#,A,,L,,2160
ID,#accounts-ledger.ID_2250#,A,,L,,2250
ID,#accounts-ledger.ID_2260#,A,,L,,2260
ID,#accounts-ledger.ID_2280#,A,,L,,2280
ID,#accounts-ledger.ID_2310#,A,,L,AR_tax:AP_tax:IC_taxpart:IC_taxservice,2310
ID,#accounts-ledger.ID_2600#,H,,L,,2600
ID,#accounts-ledger.ID_2620#,A,,L,,2620
ID,#accounts-ledger.ID_2680#,A,,L,AP_paid,2680
ID,#accounts-ledger.ID_3300#,H,,Q,,3300
ID,#accounts-ledger.ID_3350#,A,,Q,,3350
ID,#accounts-ledger.ID_4000#,H,,I,,4000
ID,#accounts-ledger.ID_4020#,A,,I,AR_amount:IC_sale,4020
ID,#accounts-ledger.ID_4030#,A,,I,AR_amount:IC_sale,4030
ID,#accounts-ledger.ID_4300#,H,,I,,4300
ID,#accounts-ledger.ID_4320#,A,,I,AR_amount:IC_income,4320
ID,#accounts-ledger.ID_4400#,H,,I,,4400
ID,#accounts-ledger.ID_4430#,A,,I,IC_income,4430
ID,#accounts-ledger.ID_4440#,A,,I,,4440
ID,#accounts-ledger.ID_4450#,A,,I,,4450
ID,#accounts-ledger.ID_5000#,H,,E,,5000
ID,#accounts-ledger.ID_5010#,A,,E,AP_amount:IC_cogs:IC_expense,5010
ID,#accounts-ledger.ID_5020#,A,,E,AP_amount:IC_cogs,5020
ID,#accounts-ledger.ID_5030#,A,,E,AP_amount:IC_cogs,5030
ID,#accounts-ledger.ID_5100#,A,,E,AP_amount:IC_expense,5100
ID,#accounts-ledger.ID_5400#,H,,E,,5400
ID,#accounts-ledger.ID_5410#,A,,E,,5410
ID,#accounts-ledger.ID_5420#,A,,E,,5420
ID,#accounts-ledger.ID_5430#,A,,E,,5430
ID,#accounts-ledger.ID_5600#,H,,E,,5600
ID,#accounts-ledger.ID_5610#,A,,E,AP_amount,5610
ID,#accounts-ledger.ID_5615#,A,,E,AP_amount,5615
ID,#accounts-ledger.ID_5650#,A,,E,,5650
ID,#accounts-ledger.ID_5660#,A,,E,,5660
ID,#accounts-ledger.ID_5680#,A,,E,,5680
ID,#accounts-ledger.ID_5685#,A,,E,AP_amount,5685
ID,#accounts-ledger.ID_5690#,A,,E,,5690
ID,#accounts-ledger.ID_5700#,A,,E,AP_amount,5700
ID,#accounts-ledger.ID_5760#,A,,E,AP_amount,5760
ID,#accounts-ledger.ID_5765#,A,,E,AP_amount,5765
ID,#accounts-ledger.ID_5780#,A,,E,AP_amount,5780
ID,#accounts-ledger.ID_5785#,A,,E,,5785
ID,#accounts-ledger.ID_5790#,A,,E,AP_amount,5790
ID,#accounts-ledger.ID_5795#,A,,E,AP_amount,5795
ID,#accounts-ledger.ID_5800#,A,,E,AP_amount,5800
ID,#accounts-ledger.ID_5810#,A,,E,,5810
BE,#accounts-ledger.BE_756000#,A,75,I,AR_paid:AP_paid,756000
BE,#accounts-ledger.BE_555000#,A,55,A,AR_paid:AP_paid,555000
BE,#accounts-ledger.BE_499200#,A,,L,AR_paid:AP_paid,499200
BE,#accounts-ledger.BE_460#,A,46,L,AR_paid,460
BE,#accounts-ledger.BE_4168#,A,416,A,AP_paid,4168
BE,#accounts-ledger.BE_43#,H,43,L,,43
BE,#accounts-ledger.BE_2400#,A,24,A,,2400
BE,#accounts-ledger.BE_240190#,A,24,A,,240190
BE,#accounts-ledger.BE_221900#,A,22,A,,221900
BE,#accounts-ledger.BE_221910#,A,22,A,,221910
BE,#accounts-ledger.BE_75#,H,75,I,,75
BE,#accounts-ledger.BE_230900#,A,23,A,,230900
BE,#accounts-ledger.BE_240090#,A,24,A,,240090
BE,#accounts-ledger.BE_240091#,A,24,A,,240091
BE,#accounts-ledger.BE_240191#,A,24,A,,240191
BE,#accounts-ledger.BE_240290#,A,24,A,,240290
BE,#accounts-ledger.BE_240291#,A,24,A,,240291
BE,#accounts-ledger.BE_241900#,A,24,A,,241900
BE,#accounts-ledger.BE_241910#,A,24,A,,241910
BE,#accounts-ledger.BE_260900#,A,26,A,,260900
BE,#accounts-ledger.BE_230910#,A,23,A,,230910
BE,#accounts-ledger.BE_231900#,A,23,A,,231900
BE,#accounts-ledger.BE_231910#,A,23,A,,231910
BE,#accounts-ledger.BE_237900#,A,23,A,,237900
BE,#accounts-ledger.BE_237910#,A,23,A,,237910
BE,#accounts-ledger.BE_260910#,A,26,A,,260910
BE,#accounts-ledger.BE_451541#,A,451,L,AR_tax:IC_taxpart:IC_taxservice,451541
BE,#accounts-ledger.BE_612200#,A,61,E,AP_amount:IC_expense,612200
BE,#accounts-ledger.BE_630#,A,63,E,,630
BE,#accounts-ledger.BE_613210#,A,61,E,AP_amount:IC_expense,613210
BE,#accounts-ledger.BE_712#,A,71,I,IC_sale,712
BE,#accounts-ledger.BE_600#,A,60,E,IC_cogs,600
BE,#accounts-ledger.BE_614400#,A,61,E,AP_amount:IC_expense,614400
BE,#accounts-ledger.BE_742#,A,74,I,,742
BE,#accounts-ledger.BE_613304#,A,61,E,AP_amount:IC_expense,613304
BE,#accounts-ledger.BE_64#,H,64,E,,64
BE,#accounts-ledger.BE_76#,H,76,I,,76
BE,#accounts-ledger.BE_743000#,A,74,I,,743000
BE,#accounts-ledger.BE_760100#,A,760,I,,760100
BE,#accounts-ledger.BE_611150#,A,61,E,AP_amount:IC_expense,611150
BE,#accounts-ledger.BE_771200#,A,771,I,,771200
BE,#accounts-ledger.BE_794#,A,79,I,,794
BE,#accounts-ledger.BE_404#,A,40,A,,404
BE,#accounts-ledger.BE_500#,A,50,A,,500
BE,#accounts-ledger.BE_41#,H,41,A,,41
BE,#accounts-ledger.BE_407#,A,40,A,AR_paid,407
BE,#accounts-ledger.BE_442001#,A,44,L,AP,442001
BE,#accounts-ledger.BE_608#,A,60,E,IC_cogs,608
BE,#accounts-ledger.BE_612140#,A,61,E,AP_amount:IC_expense,612140
BE,#accounts-ledger.BE_50#,H,50,A,,50
BE,#accounts-ledger.BE_611350#,A,61,E,AP_amount:IC_expense,611350
BE,#accounts-ledger.BE_655000#,A,65,E,AR_paid:IC_sale:IC_expense,655000
BE,#accounts-ledger.BE_451560#,A,451,L,,451560
BE,#accounts-ledger.BE_609000#,A,60,E,,609000
BE,#accounts-ledger.BE_411590#,A,411,A,AP_tax:IC_taxpart:IC_taxservice,411590
BE,#accounts-ledger.BE_411591#,A,411,A,AP_tax:IC_taxpart:IC_taxservice,411591
BE,#accounts-ledger.BE_411620#,A,411,A,,411620
BE,#accounts-ledger.BE_411#,H,,A,,411
BE,#accounts-ledger.BE_44#,H,44,L,,44
BE,#accounts-ledger.BE_409#,A,40,A,,409
BE,#accounts-ledger.BE_451540#,A,451,L,AR_tax:IC_taxpart:IC_taxservice,451540
BE,#accounts-ledger.BE_640#,A,64,E,,640
BE,#accounts-ledger.BE_713#,A,71,I,IC_sale,713
BE,#accounts-ledger.BE_750#,A,75,I,,750
BE,#accounts-ledger.BE_656500#,A,65,E,AP_amount:IC_expense,656500
BE,#accounts-ledger.BE_755000#,A,75,I,IC_sale:IC_income,755000
BE,#accounts-ledger.BE_754000#,A,75,I,AR_amount:IC_income,754000
BE,#accounts-ledger.BE_761#,A,76,I,,761
BE,#accounts-ledger.BE_773#,A,77,I,,773
BE,#accounts-ledger.BE_77#,H,77,I,,77
BE,#accounts-ledger.BE_411640#,A,411,A,,411640
BE,#accounts-ledger.BE_612300#,A,61,E,AP_amount:IC_expense,612300
BE,#accounts-ledger.BE_410#,A,41,A,,410
BE,#accounts-ledger.BE_417#,A,416,A,,417
BE,#accounts-ledger.BE_451#,H,,L,,451
BE,#accounts-ledger.BE_499000#,A,,L,,499000
BE,#accounts-ledger.BE_455#,A,45,L,,455
BE,#accounts-ledger.BE_601#,A,60,E,IC_cogs,601
BE,#accounts-ledger.BE_49#,H,,L,,49
BE,#accounts-ledger.BE_613220#,A,61,E,AP_amount:IC_expense,613220
BE,#accounts-ledger.BE_414100#,A,41,A,,414100
BE,#accounts-ledger.BE_42#,H,42,L,,42
BE,#accounts-ledger.BE_613311#,A,61,E,AP_amount:IC_expense,613311
BE,#accounts-ledger.BE_611151#,A,61,E,AP_amount:IC_expense,611151
BE,#accounts-ledger.BE_432#,A,43,L,,432
BE,#accounts-ledger.BE_433#,A,43,L,,433
BE,#accounts-ledger.BE_705100#,A,70,I,AR_amount:IC_income,705100
BE,#accounts-ledger.BE_609100#,A,60,E,,609100
BE,#accounts-ledger.BE_656100#,A,65,E,AP_amount:IC_expense,656100
BE,#accounts-ledger.BE_620000#,A,62,E,,620000
BE,#accounts-ledger.BE_618#,A,61,E,AP_amount:IC_expense,618
BE,#accounts-ledger.BE_65#,H,65,E,,65
BE,#accounts-ledger.BE_442004#,A,44,L,AP_paid,442004
BE,#accounts-ledger.BE_620100#,A,62,E,,620100
BE,#accounts-ledger.BE_617#,A,61,E,,617
BE,#accounts-ledger.BE_440#,A,44,L,AP,440
BE,#accounts-ledger.BE_52#,H,52,A,,52
BE,#accounts-ledger.BE_4529#,H,,L,,4529
BE,#accounts-ledger.BE_620#,A,62,E,,620
BE,#accounts-ledger.BE_602#,A,60,E,IC_cogs,602
BE,#accounts-ledger.BE_612000#,A,61,E,AP_amount:IC_expense,612000
BE,#accounts-ledger.BE_611351#,A,61,E,AP_amount:IC_expense,611351
BE,#accounts-ledger.BE_641#,A,64,E,,641
BE,#accounts-ledger.BE_715#,A,71,I,IC_sale,715
BE,#accounts-ledger.BE_612400#,A,61,E,AP_amount:IC_expense,612400
BE,#accounts-ledger.BE_414200#,A,41,A,,414200
BE,#accounts-ledger.BE_66#,H,66,E,,66
BE,#accounts-ledger.BE_613230#,A,61,E,AP_amount:IC_expense,613230
BE,#accounts-ledger.BE_613313#,A,61,E,AP_amount:IC_expense,613313
BE,#accounts-ledger.BE_74#,H,74,I,,74
BE,#accounts-ledger.BE_610#,A,61,E,AP_amount:IC_expense,610
BE,#accounts-ledger.BE_70#,H,,I,,70
BE,#accounts-ledger.BE_751#,A,75,I,,751
BE,#accounts-ledger.BE_705200#,A,70,I,AR_amount:IC_income,705200
BE,#accounts-ledger.BE_442005#,A,44,L,AP_paid,442005
BE,#accounts-ledger.BE_762#,A,76,I,,762
BE,#accounts-ledger.BE_780#,A,78,I,,780
BE,#accounts-ledger.BE_78#,H,78,I,,78
BE,#accounts-ledger.BE_53#,H,53,A,,53
BE,#accounts-ledger.BE_614100#,A,61,I,AP_amount:IC_expense,614100
BE,#accounts-ledger.BE_451500#,A,451,L,,451500
BE,#accounts-ledger.BE_613110#,A,61,E,AP_amount:IC_expense,613110
BE,#accounts-ledger.BE_451543#,A,451,L,,451543
BE,#accounts-ledger.BE_609400#,A,60,E,AP_amount:IC_sale,609400
BE,#accounts-ledger.BE_613305#,A,61,E,AP_amount:IC_expense,613305
BE,#accounts-ledger.BE_612010#,A,61,E,AP_amount:IC_expense,612010
BE,#accounts-ledger.BE_612410#,A,61,E,AP_amount:IC_expense,612410
BE,#accounts-ledger.BE_613250#,A,61,E,AP_amount:IC_expense,613250
BE,#accounts-ledger.BE_611362#,A,61,E,AP_amount:IC_expense,611362
BE,#accounts-ledger.BE_482200#,A,48,L,,482200
BE,#accounts-ledger.BE_612530#,A,61,E,AP_amount:IC_expense,612530
BE,#accounts-ledger.BE_613400#,A,61,E,AP_amount:IC_expense,613400
BE,#accounts-ledger.BE_612540#,A,61,E,AP_amount:IC_expense,612540
BE,#accounts-ledger.BE_603#,A,60,E,IC_cogs,603
BE,#accounts-ledger.BE_743200#,A,74,I,AR_amount:IC_income,743200
BE,#accounts-ledger.BE_601000#,A,60,E,IC_cogs,601000
BE,#accounts-ledger.BE_230010#,A,23,A,AP_amount:IC_expense,230010
BE,#accounts-ledger.BE_570000#,A,57,A,AR_paid:AP_paid,570000
BE,#accounts-ledger.BE_451544#,A,451,L,,451544
BE,#accounts-ledger.BE_411000#,A,411,A,,411000
BE,#accounts-ledger.BE_611152#,A,61,E,AP_amount:IC_expense,611152
BE,#accounts-ledger.BE_56#,H,56,A,,56
BE,#accounts-ledger.BE_411593#,A,411,A,,411593
BE,#accounts-ledger.BE_51#,H,51,A,,51
BE,#accounts-ledger.BE_510010#,A,51,A,,510010
BE,#accounts-ledger.BE_609500#,A,60,E,,609500
BE,#accounts-ledger.BE_58#,H,58,A,,58
BE,#accounts-ledger.BE_416#,H,416,A,,416
BE,#accounts-ledger.BE_416200#,A,416,A,,416200
BE,#accounts-ledger.BE_418#,A,416,A,,418
BE,#accounts-ledger.BE_67#,H,67,E,,67
BE,#accounts-ledger.BE_654#,A,65,E,AP_amount,654
BE,#accounts-ledger.BE_642#,A,64,E,,642
BE,#accounts-ledger.BE_717#,A,71,I,IC_sale,717
BE,#accounts-ledger.BE_752#,A,75,I,,752
BE,#accounts-ledger.BE_763#,A,76,I,,763
BE,#accounts-ledger.BE_789#,A,78,I,,789
BE,#accounts-ledger.BE_79#,H,79,I,,79
BE,#accounts-ledger.BE_412#,A,41,A,,412
BE,#accounts-ledger.BE_120#,A,12,L,,120
BE,#accounts-ledger.BE_121#,A,12,L,,121
BE,#accounts-ledger.BE_122#,A,12,L,,122
BE,#accounts-ledger.BE_123#,A,12,L,,123
BE,#accounts-ledger.BE_124#,A,12,L,,124
BE,#accounts-ledger.BE_12#,H,12,L,,12
BE,#accounts-ledger.BE_110#,A,11,L,,110
BE,#accounts-ledger.BE_11#,H,11,L,,11
BE,#accounts-ledger.BE_643#,H,,E,,643
BE,#accounts-ledger.BE_612100#,A,61,E,AP_amount:IC_expense,612100
BE,#accounts-ledger.BE_10#,H,10,L,,10
BE,#accounts-ledger.BE_60#,H,60,E,,60
BE,#accounts-ledger.BE_717000#,A,717,I,,717000
BE,#accounts-ledger.BE_68#,H,68,E,,68
BE,#accounts-ledger.BE_130#,A,13,L,,130
BE,#accounts-ledger.BE_131100#,A,13,L,,131100
BE,#accounts-ledger.BE_132#,A,13,L,,132
BE,#accounts-ledger.BE_131000#,A,13,L,,131000
BE,#accounts-ledger.BE_133#,A,13,L,,133
BE,#accounts-ledger.BE_101#,A,10,L,,101
BE,#accounts-ledger.BE_14#,H,14,L,,14
BE,#accounts-ledger.BE_100#,A,10,L,,100
BE,#accounts-ledger.BE_601010#,A,60,E,IC_cogs,601010
BE,#accounts-ledger.BE_140#,A,14,Q,,140
BE,#accounts-ledger.BE_15#,H,15,L,,15
BE,#accounts-ledger.BE_419#,A,416,A,,419
BE,#accounts-ledger.BE_612450#,A,61,E,AP_amount:IC_expense,612450
BE,#accounts-ledger.BE_131#,A,13,L,,131
BE,#accounts-ledger.BE_16#,H,16,L,,16
BE,#accounts-ledger.BE_160#,A,16,L,,160
BE,#accounts-ledger.BE_161#,A,16,L,,161
BE,#accounts-ledger.BE_162#,A,16,L,,162
BE,#accounts-ledger.BE_163#,A,16,L,,163
BE,#accounts-ledger.BE_753#,A,75,I,,753
BE,#accounts-ledger.BE_705000#,A,70,I,,705000
BE,#accounts-ledger.BE_764#,H,,I,,764
BE,#accounts-ledger.BE_790#,A,79,I,,790
BE,#accounts-ledger.BE_168200#,A,16,L,,168200
BE,#accounts-ledger.BE_604#,A,60,E,IC_cogs,604
BE,#accounts-ledger.BE_168000#,A,16,L,,168000
BE,#accounts-ledger.BE_613265#,A,61,E,AP_amount:IC_expense,613265
BE,#accounts-ledger.BE_620800#,A,62,E,AP_amount:IC_expense,620800
BE,#accounts-ledger.BE_168800#,A,16,L,,168800
BE,#accounts-ledger.BE_17#,H,17,L,,17
BE,#accounts-ledger.BE_150#,A,15,L,,150
BE,#accounts-ledger.BE_172000#,A,17,L,,172000
BE,#accounts-ledger.BE_231010#,A,23,A,AP_amount:IC_expense,231010
BE,#accounts-ledger.BE_451610#,A,45,L,,451610
BE,#accounts-ledger.BE_456#,A,45,L,,456
BE,#accounts-ledger.BE_176#,A,17,L,,176
BE,#accounts-ledger.BE_47#,H,47,L,,47
BE,#accounts-ledger.BE_620200#,A,62,E,,620200
BE,#accounts-ledger.BE_178#,A,17,L,,178
BE,#accounts-ledger.BE_179#,A,17,L,,179
BE,#accounts-ledger.BE_174#,A,17,L,,174
BE,#accounts-ledger.BE_20#,H,20,A,,20
BE,#accounts-ledger.BE_200#,A,20,A,,200
BE,#accounts-ledger.BE_200000#,A,20,A,,200000
BE,#accounts-ledger.BE_605#,A,60,E,IC_cogs,605
BE,#accounts-ledger.BE_61#,H,61,E,,61
BE,#accounts-ledger.BE_69#,H,69,E,,69
BE,#accounts-ledger.BE_200900#,A,20,A,,200900
BE,#accounts-ledger.BE_200910#,A,20,A,,200910
BE,#accounts-ledger.BE_612020#,A,61,E,AP_amount:IC_expense,612020
BE,#accounts-ledger.BE_202#,A,20,A,,202
BE,#accounts-ledger.BE_204#,A,20,A,,204
BE,#accounts-ledger.BE_201#,A,20,A,,201
BE,#accounts-ledger.BE_21#,H,21,A,,21
BE,#accounts-ledger.BE_211#,A,21,A,,211
BE,#accounts-ledger.BE_210#,A,21,A,,210
BE,#accounts-ledger.BE_212#,A,21,A,,212
BE,#accounts-ledger.BE_213#,A,21,A,,213
BE,#accounts-ledger.BE_214#,A,21,A,,214
BE,#accounts-ledger.BE_22#,H,22,A,,22
BE,#accounts-ledger.BE_743#,H,,I,,743
BE,#accounts-ledger.BE_580000#,A,58,A,AR_paid:AP_paid,580000
BE,#accounts-ledger.BE_221#,A,22,A,,221
BE,#accounts-ledger.BE_717100#,A,717,I,,717100
BE,#accounts-ledger.BE_756#,H,,I,,756
BE,#accounts-ledger.BE_222#,A,22,A,,222
BE,#accounts-ledger.BE_13#,H,13,L,,13
BE,#accounts-ledger.BE_223#,A,22,A,,223
BE,#accounts-ledger.BE_221000#,A,22,A,,221000
BE,#accounts-ledger.BE_411594#,A,411,A,,411594
BE,#accounts-ledger.BE_771#,A,77,I,,771
BE,#accounts-ledger.BE_23#,H,23,A,,23
BE,#accounts-ledger.BE_230#,A,23,A,,230
BE,#accounts-ledger.BE_230000#,A,23,A,,230000
BE,#accounts-ledger.BE_620300#,A,62,E,,620300
BE,#accounts-ledger.BE_231#,A,23,A,,231
BE,#accounts-ledger.BE_791#,A,79,I,,791
